project,market_segment,district,tenure,property_type,price,area_sqm,area_sqft,contract_date_raw,contract_date,type_of_sale,floor_range
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2360000,109,1173.3,1021,2021-10,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2420000,126,1356.3,0721,2021-07,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1890000,103,1108.7,1121,2021-11,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1388000,76,818.1,0821,2021-08,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,82,882.6,0821,2021-08,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2500000,103,1108.7,1121,2021-11,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2100000,102,1097.9,1221,2021-12,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1450000,76,818.1,1021,2021-10,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2358000,109,1173.3,0821,2021-08,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2020000,101,1087.2,0721,2021-07,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2300000,103,1108.7,1121,2021-11,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,5000000,202,2174.3,1221,2021-12,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,75,807.3,1221,2021-12,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,5086318,196,2109.7,0721,2021-07,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,24000000,1034,11129.9,0921,2021-09,3,36-40
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1850000,78,839.6,0222,2022-02,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1348000,80,861.1,0122,2022-01,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2080000,101,1087.2,0322,2022-03,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2600000,124,1334.7,0422,2022-04,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1350000,75,807.3,0722,2022-07,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1980000,107,1151.7,0322,2022-03,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2250000,107,1151.7,0622,2022-06,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1950000,109,1173.3,0122,2022-01,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2534477,108,1162.5,0422,2022-04,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,5200000,199,2142.0,0422,2022-04,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2750000,131,1410.1,0222,2022-02,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2180000,107,1151.7,0922,2022-09,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,80,861.1,0423,2023-04,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2300000,105,1130.2,1222,2022-12,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1480000,82,882.6,0123,2023-01,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2360000,102,1097.9,0323,2023-03,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,77,828.8,0922,2022-09,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2100000,103,1108.7,0223,2023-02,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2000000,102,1097.9,1122,2022-11,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,76,818.1,0323,2023-03,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,5700000,198,2131.3,0523,2023-05,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2276140,101,1087.2,0423,2023-04,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2730000,132,1420.8,0523,2023-05,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2620000,123,1324.0,1122,2022-11,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1380000,76,818.1,0922,2022-09,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,5375000,199,2142.0,0523,2023-05,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2760000,132,1420.8,0423,2023-04,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2450000,124,1334.7,0623,2023-06,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1450000,81,871.9,0723,2023-07,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1505000,73,785.8,0523,2023-05,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1620000,76,818.1,0524,2024-05,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2010000,108,1162.5,0924,2024-09,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2850000,126,1356.3,0324,2024-03,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2380000,108,1162.5,0824,2024-08,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2240000,107,1151.7,0923,2023-09,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2528000,107,1151.7,1023,2023-10,3,36-40
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1400000,80,861.1,0924,2024-09,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2390000,104,1119.4,0924,2024-09,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2200000,103,1108.7,0724,2024-07,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2380000,105,1130.2,0824,2024-08,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2230000,106,1141.0,0823,2023-08,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,3200000,155,1668.4,0823,2023-08,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1680000,81,871.9,0724,2024-07,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1538000,73,785.8,0824,2024-08,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1520000,76,818.1,0824,2024-08,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2880000,133,1431.6,0624,2024-06,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1900000,102,1097.9,1023,2023-10,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1638000,76,818.1,0224,2024-02,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1660000,76,818.1,1224,2024-12,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1420000,75,807.3,1224,2024-12,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2180000,108,1162.5,1124,2024-11,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2308000,109,1173.3,0125,2025-01,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2300000,103,1108.7,1223,2023-12,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1830000,77,828.8,0924,2024-09,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2210000,102,1097.9,0924,2024-09,3,26-30
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,3150000,134,1442.4,0724,2024-07,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1800000,80,861.1,0724,2024-07,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2480000,108,1162.5,0724,2024-07,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1408000,74,796.5,0224,2024-02,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2320000,106,1141.0,0224,2024-02,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2200000,108,1162.5,0525,2025-05,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2830000,134,1442.4,1025,2025-10,3,06-10
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2020000,106,1141.0,0425,2025-04,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2350000,108,1162.5,0126,2026-01,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1800000,82,882.6,0925,2025-09,3,16-20
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2850000,131,1410.1,0526,2026-05,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2100000,107,1151.7,0326,2026-03,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2822000,124,1334.7,0426,2026-04,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2320000,104,1119.4,0825,2025-08,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2880000,129,1388.5,0925,2025-09,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1590000,76,818.1,0526,2026-05,3,31-35
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2300000,102,1097.9,0426,2026-04,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,1880000,81,871.9,0625,2025-06,3,21-25
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2150000,108,1162.5,0326,2026-03,3,11-15
CONCOURSE SKYLINE,CCR,07,99 yrs lease commencing from 2008,Apartment,2120000,107,1151.7,0326,2026-03,3,31-35
TANQUEELAN SUITES,CCR,07,999 yrs lease commencing from 1827,Apartment,1350000,70,753.5,1122,2022-11,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,8200000,249,2680.2,0921,2021-09,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,19700000,563,6060.1,1021,2021-10,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,19800000,563,6060.1,0921,2021-09,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,10200000,333,3584.4,1121,2021-11,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,20380000,631,6792.0,1021,2021-10,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,8010000,253,2723.3,0424,2024-04,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,23892159,817,8794.1,0126,2026-01,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,12502920,428,4606.9,1025,2025-10,3,01-05
SEVEN PALMS SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Condominium,13380000,397,4273.3,0526,2026-05,3,01-05
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,46,495.1,0721,2021-07,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,46,495.1,1121,2021-11,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,990000,49,527.4,1221,2021-12,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1000000,49,527.4,0921,2021-09,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1530000,76,818.1,0721,2021-07,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,900000,46,495.1,1221,2021-12,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1425000,72,775.0,0122,2022-01,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1000000,49,527.4,0422,2022-04,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1570000,76,818.1,0322,2022-03,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1390000,72,775.0,0722,2022-07,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1530000,72,775.0,0722,2022-07,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,999000,47,505.9,0722,2022-07,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,950000,46,495.1,0622,2022-06,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1400000,77,828.8,0822,2022-08,3,36-40
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1468000,72,775.0,1222,2022-12,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,985000,49,527.4,0822,2022-08,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1350000,73,785.8,0223,2023-02,3,31-35
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1028000,47,505.9,0223,2023-02,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1460000,72,775.0,0922,2022-09,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1580000,72,775.0,1022,2022-10,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1035000,46,495.1,0623,2023-06,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1568000,72,775.0,1023,2023-10,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1130000,51,549.0,0923,2023-09,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1058000,51,549.0,0623,2023-06,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1098000,49,527.4,0424,2024-04,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1038000,47,505.9,0625,2025-06,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1010000,49,527.4,1024,2024-10,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1550000,76,818.1,1223,2023-12,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1480000,72,775.0,0623,2023-06,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1023000,47,505.9,0624,2024-06,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1080000,49,527.4,0524,2024-05,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1050000,49,527.4,1223,2023-12,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1058800,47,505.9,0524,2024-05,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,47,505.9,1124,2024-11,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1050000,49,527.4,1023,2023-10,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1028000,49,527.4,1024,2024-10,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1070000,49,527.4,1123,2023-11,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1220000,71,764.2,0624,2024-06,3,31-35
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1058000,47,505.9,0424,2024-04,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1620000,72,775.0,0923,2023-09,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1033000,47,505.9,0524,2024-05,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1055000,49,527.4,1123,2023-11,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1055000,49,527.4,1223,2023-12,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1140000,49,527.4,0524,2024-05,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,963000,46,495.1,1224,2024-12,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1055000,47,505.9,0824,2024-08,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,970000,46,495.1,0124,2024-01,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1080000,49,527.4,1224,2024-12,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1100000,49,527.4,1224,2024-12,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1670000,76,818.1,0925,2025-09,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1058000,47,505.9,0425,2025-04,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1040000,49,527.4,0225,2025-02,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1210000,51,549.0,0725,2025-07,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1040000,46,495.1,0725,2025-07,3,26-30
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1048888,49,527.4,1025,2025-10,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1020000,46,495.1,1124,2024-11,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1090000,49,527.4,1125,2025-11,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1015000,46,495.1,1025,2025-10,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,46,495.1,0125,2025-01,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1650000,76,818.1,0225,2025-02,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,950000,47,505.9,0426,2026-04,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1300000,72,775.0,0226,2026-02,3,31-35
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1340000,72,775.0,0225,2025-02,3,36-40
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1450000,71,764.2,0425,2025-04,3,31-35
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,49,527.4,0525,2025-05,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1030000,47,505.9,1025,2025-10,3,21-25
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1675000,72,775.0,0125,2025-01,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1024000,47,505.9,0125,2025-01,3,11-15
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,1550000,72,775.0,0525,2025-05,3,16-20
THE CLIFT,CCR,01,99 yrs lease commencing from 2004,Apartment,980000,46,495.1,0725,2025-07,3,26-30
THE VILLAS @ SENTOSA COVE,CCR,04,99 yrs lease commencing from 2005,Terrace,7000000,238.7,2569.3,1021,2021-10,3,-
THE VILLAS @ SENTOSA COVE,CCR,04,99 yrs lease commencing from 2005,Terrace,7400000,344.3,3706.0,0822,2022-08,3,-
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,878000,34,366.0,1021,2021-10,3,36-40
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,935000,37,398.3,0821,2021-08,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1560000,65,699.7,1221,2021-12,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1330800,62,667.4,0721,2021-07,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,835000,34,366.0,1121,2021-11,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,2320000,94,1011.8,0921,2021-09,3,61-65
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1288000,62,667.4,0721,2021-07,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1350000,65,699.7,0122,2022-01,3,11-15
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,2000000,93,1001.0,1121,2021-11,3,71-75
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1488800,62,667.4,0122,2022-01,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1600000,65,699.7,0622,2022-06,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,868000,34,366.0,0622,2022-06,3,41-45
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,830000,34,366.0,0522,2022-05,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,838000,34,366.0,0422,2022-04,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1468000,65,699.7,0722,2022-07,3,41-45
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,828000,34,366.0,0822,2022-08,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1280000,62,667.4,0622,2022-06,3,11-15
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,980000,37,398.3,0822,2022-08,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1480000,62,667.4,0422,2022-04,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1420000,62,667.4,0822,2022-08,3,41-45
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,845000,34,366.0,1222,2022-12,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1330000,65,699.7,1022,2022-10,3,11-15
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1410000,65,699.7,0323,2023-03,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1390000,62,667.4,0922,2022-09,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,835000,34,366.0,0922,2022-09,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,880000,34,366.0,0323,2023-03,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,960000,37,398.3,0223,2023-02,3,36-40
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,910000,37,398.3,0323,2023-03,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1400000,62,667.4,1022,2022-10,3,36-40
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1430000,65,699.7,0723,2023-07,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1380000,65,699.7,0223,2023-02,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1490000,62,667.4,0123,2023-01,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1350000,65,699.7,0822,2022-08,3,36-40
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1400000,65,699.7,1022,2022-10,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1410000,65,699.7,1022,2022-10,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1420000,65,699.7,0623,2023-06,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,930000,34,366.0,0523,2023-05,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,855000,34,366.0,1022,2022-10,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1335000,62,667.4,1122,2022-11,3,36-40
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1400000,65,699.7,0922,2022-09,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1530000,65,699.7,0723,2023-07,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,950000,37,398.3,0823,2023-08,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1490000,62,667.4,0723,2023-07,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1438000,65,699.7,0623,2023-06,3,21-25
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,880000,34,366.0,0723,2023-07,3,26-30
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,953000,34,366.0,1223,2023-12,3,51-55
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1460000,65,699.7,0424,2024-04,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,908000,34,366.0,0923,2023-09,3,16-20
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,950000,37,398.3,0823,2023-08,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,914000,34,366.0,1123,2023-11,3,46-50
SKYSUITES@ANSON,CCR,02,99 yrs lease commencing from 2008,Apartment,1435000,65,699.7,0823,2023-08,3,16-20
