project,market_segment,district,tenure,property_type,price,area_sqm,area_sqft,contract_date_raw,contract_date,type_of_sale,floor_range
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3145820,195,2099.0,1121,2021-11,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4139770,226,2432.6,0721,2021-07,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3228150,194,2088.2,1021,2021-10,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3450000,200,2152.8,1221,2021-12,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3083590,199,2142.0,0921,2021-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3157910,195,2099.0,0921,2021-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3177660,194,2088.2,0921,2021-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,2852170,196,2109.7,0921,2021-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3140000,199,2142.0,1121,2021-11,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3240240,194,2088.2,0721,2021-07,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3125000,195,2099.0,0721,2021-07,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3108150,199,2142.0,0122,2022-01,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4169770,226,2432.6,0122,2022-01,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3282310,201,2163.5,0721,2021-07,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4049560,223,2400.3,0422,2022-04,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4068160,224,2411.1,0522,2022-05,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3254850,224,2411.1,0322,2022-03,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3254850,224,2411.1,0422,2022-04,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3071880,199,2142.0,0122,2022-01,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4448210,290,3121.5,0222,2022-02,3,06-10
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3399680,239,2572.6,1022,2022-10,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4127920,225,2421.9,0322,2022-03,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3150000,202,2174.3,0223,2023-02,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3232310,201,2163.5,0922,2022-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4630000,305,3283.0,1222,2022-12,3,06-10
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4115830,225,2421.9,1022,2022-10,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4650000,282,3035.4,0822,2022-08,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4609400,249,2680.2,0123,2023-01,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3380000,201,2163.5,1223,2023-12,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3500000,215,2314.2,0524,2024-05,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4397000,238,2561.8,0524,2024-05,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3000000,201,2163.5,0124,2024-01,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,4610000,249,2680.2,1023,2023-10,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,9000000,641,6899.7,1024,2024-10,3,06-10
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3298000,223,2400.3,0925,2025-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3500000,232,2497.2,0625,2025-06,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3800000,238,2561.8,0925,2025-09,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3100000,194,2088.2,0825,2025-08,3,01-05
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,12000000,742,7986.8,1225,2025-12,3,06-10
TURQUOISE,CCR,04,99 yrs lease commencing from 2007,Condominium,3051000,232,2497.2,0525,2025-05,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3780000,217,2335.8,1021,2021-10,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4800000,323,3476.7,1221,2021-12,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3520000,188,2023.6,1121,2021-11,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3380000,188,2023.6,0921,2021-09,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,5250000,376,4047.2,0721,2021-07,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4700000,329,3541.3,1221,2021-12,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3350000,188,2023.6,0821,2021-08,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3350000,191,2055.9,0422,2022-04,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3430000,193,2077.4,0322,2022-03,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3620000,188,2023.6,0722,2022-07,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4000000,272,2927.8,0322,2022-03,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4060000,217,2335.8,0822,2022-08,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3620000,188,2023.6,1122,2022-11,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3785000,188,2023.6,1222,2022-12,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4200000,232,2497.2,0223,2023-02,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3838000,188,2023.6,0223,2023-02,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3580000,188,2023.6,0822,2022-08,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3400000,191,2055.9,0823,2023-08,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,4850008,262,2820.1,0523,2023-05,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3308888,188,2023.6,0724,2024-07,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3060000,178,1916.0,0724,2024-07,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3250000,188,2023.6,0524,2024-05,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3950000,219,2357.3,0424,2024-04,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3500000,219,2357.3,0524,2024-05,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3800000,217,2335.8,1224,2024-12,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3650000,238,2561.8,0923,2023-09,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3420000,219,2357.3,0825,2025-08,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3187200,188,2023.6,0425,2025-04,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3600000,188,2023.6,0425,2025-04,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3025000,188,2023.6,0226,2026-02,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3228888,191,2055.9,0126,2026-01,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3350000,188,2023.6,1225,2025-12,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,2820000,188,2023.6,1025,2025-10,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3250000,188,2023.6,1025,2025-10,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3068000,188,2023.6,1025,2025-10,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3030000,188,2023.6,0626,2026-06,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3100000,188,2023.6,0526,2026-05,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3615000,214,2303.5,1125,2025-11,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3088000,188,2023.6,0326,2026-03,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3780000,244,2626.4,0226,2026-02,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3415000,188,2023.6,0426,2026-04,3,06-10
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,2900000,188,2023.6,0326,2026-03,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3290000,188,2023.6,0325,2025-03,3,01-05
THE COAST AT SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Condominium,3250000,219,2357.3,0525,2025-05,3,01-05
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4000000,190,2045.1,0921,2021-09,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3980000,192,2066.7,0821,2021-08,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5900000,249,2680.2,1121,2021-11,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,151,1625.3,1221,2021-12,3,41-45
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2868000,148,1593.1,0821,2021-08,3,21-25
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,151,1625.3,0222,2022-02,3,36-40
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2850000,150,1614.6,0322,2022-03,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5650000,249,2680.2,0822,2022-08,3,26-30
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5000000,250,2691.0,0822,2022-08,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,150,1614.6,0322,2022-03,3,21-25
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3150000,151,1625.3,0522,2022-05,3,41-45
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3800000,190,2045.1,1021,2021-10,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,148,1593.1,0322,2022-03,3,46-50
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3808000,190,2045.1,1122,2022-11,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3758000,191,2055.9,1122,2022-11,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3200000,151,1625.3,1022,2022-10,3,41-45
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2810000,149,1603.8,0223,2023-02,3,21-25
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3280000,151,1625.3,0123,2023-01,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,146,1571.5,0223,2023-02,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3900000,191,2055.9,1222,2022-12,3,21-25
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2880000,146,1571.5,0623,2023-06,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5250000,249,2680.2,0423,2023-04,3,21-25
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3180000,150,1614.6,0323,2023-03,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3900000,192,2066.7,0623,2023-06,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3300000,146,1571.5,0524,2024-05,3,51-55
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3500000,192,2066.7,0724,2024-07,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5000000,249,2680.2,0124,2024-01,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3938000,192,2066.7,0424,2024-04,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3150000,150,1614.6,0923,2023-09,3,36-40
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,5650000,250,2691.0,0524,2024-05,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4000000,191,2055.9,0924,2024-09,3,41-45
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3005000,150,1614.6,1224,2024-12,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3120000,151,1625.3,1024,2024-10,3,51-55
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2980000,149,1603.8,0324,2024-03,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3850000,191,2055.9,0725,2025-07,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4080000,191,2055.9,0625,2025-06,3,51-55
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3000333,150,1614.6,0725,2025-07,3,06-10
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3830000,191,2055.9,0525,2025-05,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3200000,151,1625.3,0125,2025-01,3,41-45
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2880000,149,1603.8,1125,2025-11,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4208000,192,2066.7,0425,2025-04,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2900000,148,1593.1,0126,2026-01,3,11-15
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3250000,150,1614.6,0925,2025-09,3,16-20
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4255000,191,2055.9,1125,2025-11,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4080000,191,2055.9,0526,2026-05,3,36-40
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3100000,151,1625.3,0125,2025-01,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3200000,149,1603.8,0625,2025-06,3,46-50
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,4000000,190,2045.1,0725,2025-07,3,26-30
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,6400000,250,2691.0,0725,2025-07,3,56-60
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,3050000,146,1571.5,0725,2025-07,3,31-35
MARINA BAY SUITES,CCR,01,99 yrs lease commencing from 2007,Condominium,2900000,146,1571.5,1225,2025-12,3,16-20
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Detached,20000000,778.9,8384.0,0721,2021-07,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Detached,14800000,786.9,8470.1,0721,2021-07,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2005,Detached,10100000,726.3,7817.8,0821,2021-08,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Detached,22000000,1061.9,11430.2,0622,2022-06,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Detached,14300000,801.9,8631.6,0122,2022-01,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Detached,14000000,730,7857.6,0323,2023-03,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Detached,17388888,731,7868.4,0223,2023-02,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2006,Detached,22800000,1048.4,11284.9,0922,2022-09,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Detached,17050000,737.1,7934.1,1222,2022-12,3,-
SENTOSA COVE,CCR,04,99 yrs lease commencing from 2007,Detached,14800000,737.1,7934.1,0225,2025-02,3,-
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3150000,126,1356.3,0921,2021-09,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2988000,112,1205.6,0721,2021-07,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3924620,163,1754.5,0921,2021-09,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3360960,141,1517.7,0721,2021-07,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1810000,98,1054.9,1221,2021-12,3,06-10
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3950000,163,1754.5,1221,2021-12,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4318000,164,1765.3,0122,2022-01,3,51-55
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3597750,163,1754.5,1121,2021-11,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2150000,98,1054.9,0621,2021-06,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3335920,126,1356.3,1021,2021-10,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3545100,163,1754.5,1121,2021-11,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3780000,163,1754.5,0721,2021-07,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3582928,163,1754.5,0921,2021-09,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1920000,102,1097.9,1221,2021-12,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1860000,88,947.2,0322,2022-03,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3800000,164,1765.3,1221,2021-12,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1020000,44,473.6,0222,2022-02,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2368000,113,1216.3,0522,2022-05,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2070000,102,1097.9,0422,2022-04,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1800000,88,947.2,0522,2022-05,3,06-10
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3350000,141,1517.7,0322,2022-03,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2000000,102,1097.9,0422,2022-04,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3918300,164,1765.3,0522,2022-05,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4080000,163,1754.5,0122,2022-01,3,51-55
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3561228,163,1754.5,1221,2021-12,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1888000,98,1054.9,0722,2022-07,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3888000,164,1765.3,0822,2022-08,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1055000,42,452.1,0722,2022-07,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,950000,41,441.3,1122,2022-11,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3880000,164,1765.3,1122,2022-11,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3954000,164,1765.3,0123,2023-01,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3088888,142,1528.5,0323,2023-03,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1940000,102,1097.9,0323,2023-03,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1038000,45,484.4,0123,2023-01,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,950000,41,441.3,0922,2022-09,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1130000,45,484.4,0523,2023-05,3,31-35
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2910000,142,1528.5,0523,2023-05,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4300000,164,1765.3,0922,2022-09,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4060000,163,1754.5,0323,2023-03,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3000000,112,1205.6,0323,2023-03,3,51-55
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3070000,142,1528.5,0624,2024-06,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,948000,44,473.6,0324,2024-03,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4120560,164,1765.3,0424,2024-04,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1930000,107,1151.7,0524,2024-05,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1370000,47,505.9,1023,2023-10,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2780000,142,1528.5,0724,2024-07,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1980000,89,958.0,0724,2024-07,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2680000,112,1205.6,0923,2023-09,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,945000,41,441.3,0724,2024-07,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2320000,113,1216.3,0724,2024-07,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2600000,126,1356.3,1223,2023-12,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3390000,163,1754.5,0224,2024-02,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,990000,42,452.1,0624,2024-06,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2800000,142,1528.5,0524,2024-05,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1388888,64,688.9,0524,2024-05,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1930000,96,1033.3,0424,2024-04,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3000000,112,1205.6,1124,2024-11,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,980000,42,452.1,1224,2024-12,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1800000,88,947.2,0424,2024-04,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1880000,96,1033.3,0924,2024-09,3,06-10
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2300000,112,1205.6,0823,2023-08,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,4250000,164,1765.3,1224,2024-12,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2020000,102,1097.9,0925,2025-09,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1065000,45,484.4,0825,2025-08,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2850000,141,1517.7,0925,2025-09,3,41-45
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,980000,42,452.1,0925,2025-09,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1100000,45,484.4,0125,2025-01,3,06-10
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1280000,64,688.9,0725,2025-07,3,06-10
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2200000,98,1054.9,0525,2025-05,3,26-30
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1983000,98,1054.9,1225,2025-12,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1850000,96,1033.3,1225,2025-12,3,16-20
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,2018000,98,1054.9,1025,2025-10,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1400000,69,742.7,0126,2026-01,3,21-25
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,930000,42,452.1,1225,2025-12,3,31-35
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1730000,82,882.6,0625,2025-06,3,36-40
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1950000,102,1097.9,1125,2025-11,3,11-15
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,980000,44,473.6,1025,2025-10,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1890000,96,1033.3,0526,2026-05,3,31-35
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,3200000,164,1765.3,0626,2026-06,3,46-50
V ON SHENTON,CCR,01,99 yrs lease commencing from 2011,Apartment,1240000,64,688.9,0326,2026-03,3,31-35
